Gene	NoUVB.1	NoUVB.2	NoUVB.3	UVB-Saline.1	UVB-Saline.2	UVB-Saline.3	UVB-hCOL3A1.1	UVB-hCOL3A1.2	UVB-hCOL3A1.3
ENSMUSG00000037376_Trmt6	181	213	178	201	177	142	230	154	161
ENSMUSG00000037379_Spon2	14	26	17	25	27	32	26	52	19
ENSMUSG00000037386_Rims2	5	4	19	11	22	9	17	18	9
ENSMUSG00000037390_Muc17	0	0	0	0	0	0	0	0	0
ENSMUSG00000037393_Nmur2	0	0	0	0	0	0	0	0	0
ENSMUSG00000037395_Rcor3	201.65	323.25	263.96	289.22	336.72	233.84	387.48	238.37	260.2
ENSMUSG00000037400_Atp11b	296	462	430	436	629	628	593	392	435
ENSMUSG00000037405_Icam1	141.84	197.24	249.88	160	208.59	460	287.74	235	276
ENSMUSG00000037406_Htra4	0	2	3	0	3.76	1	3	3	2
ENSMUSG00000037408_Cnnm4	50	78	73	75	56	50	79	77	43
ENSMUSG00000037410_Tbc1d2b	366	620.96	522.88	471	739	614	829.89	626.86	577.95
ENSMUSG00000037411_Serpine1	51	118	184	35	84	67	87	118	129
ENSMUSG00000037415_Ranbp10	329	478	426	415	461	282	445	432	304
ENSMUSG00000037416_Dmxl1	575	944	895	832	1034	747	1190	849	767
ENSMUSG00000037418_Best1	2	0	3	2	0	3	2	1	1
ENSMUSG00000037419_Endod1	244	375	366	396	515	334	450	403	391
ENSMUSG00000037424_Taar9	0	0	0	0	0	0	0	0	0
ENSMUSG00000037426_Depdc5	215	338	304	270	357	296	337	265	229
ENSMUSG00000037428_Vgf	0	2	0	1	0	1	0	0	0
ENSMUSG00000037432_Fer1l5	2	3	4	4	6	5	6	3	6
ENSMUSG00000037434_Slc30a1	582.87	881.81	690.2	1051.45	814.84	321.64	815.83	723.57	358.29
ENSMUSG00000037437_Adam32	1	2	1	2	0	0	0	1	0
ENSMUSG00000037438_Uqcrh-ps1	0	1.16	0	1.13	0	3.37	1.82	0	2.06
ENSMUSG00000037440_Vnn1	10	21	16	14	21	12	17	30	14
ENSMUSG00000037443_Cep85	59	94	84	80	103	77	122	103	91
ENSMUSG00000037446_Tulp1	0	3	7	5	3	5	10	8	2
ENSMUSG00000037447_Arid5a	134	157	192	132	197	278	219.88	143	226
ENSMUSG00000037451_Slc22a20	0	0	0	0	0	0	0	0	0
ENSMUSG00000037455_Slc18b1	38	86	47	63	62	42	63	64	49
ENSMUSG00000037458_Azin1	164	286	244	294.46	311	236	365.07	285.99	213.01
ENSMUSG00000037461_Ints7	134	219	183	255	228	169	235	174	149
ENSMUSG00000037463_Fbxo27	3	5	8	6	10	4	9	5	3
ENSMUSG00000037465_Klf10	198	313	273	284	452	344	483	380	335
ENSMUSG00000037466_Tedc1	14	18	19	32	22	16	32	35	16
ENSMUSG00000037469_Acp7	58.54	88.06	114.49	121.09	84.02	52.87	55.6	110.09	43.23
ENSMUSG00000037470_Uggt1	449.23	639	687	661	853	762	924	768	726
ENSMUSG00000037474_Dtl	65	85	72	96	69	60	96	69	64
ENSMUSG00000037475_Thoc2	650.74	1003	961	936.78	1198.99	907	1246.26	792.79	736.24
ENSMUSG00000037477_Tbx10	0	0	0	0	3	0	1	0	1
ENSMUSG00000037482_Erv3	0	5	2	7	2	2	6	5	3
ENSMUSG00000037486_Asxl2	564.11	868.12	910.55	828.69	1002.99	780.61	982.66	798.57	644.69
ENSMUSG00000037487_Ubr5	1248	2025	1878	1716	2112	1665	2157	1637	1490
ENSMUSG00000037490_Slc2a12	65.5	70.46	71.39	51.47	81.06	16.14	51.31	52.81	40.38
ENSMUSG00000037492_Zmat4	1	4	3	2	1	2	2	1	2
ENSMUSG00000037493_Cib2	48.7	84.22	79.46	40.79	71.68	41	86.62	95.7	58.8
ENSMUSG00000037499_Nenf	61	120	111	109	138	84	171	151	91
ENSMUSG00000037503_Fam168b	394	615	561	599	793	590	806	634	529
ENSMUSG00000037509_Arhgef4	348.87	544.31	479.08	481.89	587.71	334.13	536.7	401.51	326
ENSMUSG00000037514_Pank2	153.33	167.82	202.45	220.13	241.29	186.5	254.18	197.63	169.95
ENSMUSG00000037519_Ppfia1	717	996	819	916	982	717	1016	717	616
ENSMUSG00000037523_Mavs	92	154	123	106	178	128	184	151	130
ENSMUSG00000037525_Bcdin3d	24	38	35	47	47	28	49	36	28
ENSMUSG00000037526_Atg14	49.41	79.64	63.34	63	73	68	96	69.69	70.89
ENSMUSG00000037529_Prss40	0	0	0	0	0	0	0	0	0
ENSMUSG00000037531_Mrpl47	28	38.17	27.07	39.81	40.74	40.39	59.55	47.87	36.03
ENSMUSG00000037533_Rapgef6	466	691	780	663	827	719	857	666	664
ENSMUSG00000037535_1700021A07Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000037536_Fbxo34	83.14	113.92	113.7	114.74	144.42	114.6	147	111.9	96.29
ENSMUSG00000037537_H2-M11	0	0	1	0	0	1	0	0	0
ENSMUSG00000037541_Shank2	4	7	16	12	6	8	6	5	12
ENSMUSG00000037542_Aldh8a1	0	0	1	0	0	0	0	0	0
ENSMUSG00000037544_Dlgap5	44	72	84	120	101	93	113	90	82
ENSMUSG00000037548_H2-DMb2	36.68	63.44	97.49	27.21	87.33	103.6	84.34	71.21	113.79
ENSMUSG00000037552_Plekhg2	246	387	330	352	355	297	446	327	313
ENSMUSG00000037553_Zdhhc18	83	148	147	118	173	190	165	139	156
ENSMUSG00000037563_Rps16	1252.03	2157.53	2391.43	1989.12	2373.95	1787.13	2732.27	1926.83	1770.29
ENSMUSG00000037568_Vash2	13	11	25	27	27	18	34	31	24
ENSMUSG00000037570_Mcrs1	66.16	108.45	81.92	114.26	98.51	96.95	115.29	102.88	78.68
ENSMUSG00000037572_Wdhd1	72.11	98.38	87.55	110.74	89.13	103.65	144.48	77.73	74.37
ENSMUSG00000037573_Tob1	328	487	461	454	433	229	478	482	263
ENSMUSG00000037577_Ephx3	45	83	67	84	133	69	70	85	43
ENSMUSG00000037578_Pkd2l1	1	1	0	0	0	0	0	0	0
ENSMUSG00000037579_Kcnh3	0	0	1	3	4	3	7	1	0
ENSMUSG00000037580_Gch1	31	48	41	45	50	34	53	41	46
ENSMUSG00000037583_Nr0b2	0	0	0	0	0	0	0	0	0
ENSMUSG00000037593_Rskr	2	3	4.54	5.47	9	11	13	12	6
ENSMUSG00000037594_Clba1	14	30	21	27	42	32	54	32	36
ENSMUSG00000037600_Kdf1	59	66	43	79	91	57	63	49	48
ENSMUSG00000037601_Nme1	62.2	99.5	65.74	95.86	138.56	109.35	108.83	80.54	73.52
ENSMUSG00000037603_Gm5519	0	0	0	0	0	0	0	0	0
ENSMUSG00000037605_Adgrl3	147	191	196.63	258.34	176.24	59	187	181	111
ENSMUSG00000037606_Osbpl5	308	545	520	425	600	426	603	520	451
ENSMUSG00000037608_Bclaf1	1064	1702.96	1783.92	1601.95	1841.89	1417	2044.92	1401.96	1393.95
ENSMUSG00000037610_Kcnmb2	0	0	0	0	0	0	0	0	1
ENSMUSG00000037613_Tnfrsf23	19.43	47.63	33.68	24.45	64.28	45.06	48.69	62.4	45.33
ENSMUSG00000037617_Spag1	88	93.45	112	113.65	161.62	80.03	99.81	86	85
ENSMUSG00000037621_Atoh8	10	26	19	24	25	20	26	32	17
ENSMUSG00000037622_Wdtc1	172	252	232	183	262	255	292	237	218
ENSMUSG00000037624_Kcnk2	39.46	65.87	41	28.51	68.69	17	57	44.75	33
ENSMUSG00000037625_Cldn11	4	11	2	3	3	4	3	4	1
ENSMUSG00000037627_Rgs22	7	9	14	3	8	8	4	3	9
ENSMUSG00000037628_Cdkn3	6	12	7	6	12	9	16	8	10
ENSMUSG00000037636_Slc25a43	8	11	15	11	16	11	11	12	6
ENSMUSG00000037638_Zbtb42	41	44	38	45	58	40	49	31	46
ENSMUSG00000037640_Zfp60	64.46	98	90.42	121.24	108	78.26	125.92	104.27	76.18
ENSMUSG00000037643_Prkci	520	829	749	825	858	453	934	721	574
ENSMUSG00000037646_Vps13b	906.96	1460.99	1329.44	1193.32	1755.71	1338.53	1624.98	1164.88	1088.51
ENSMUSG00000037649_H2-DMa	81.94	146.05	197.82	72.7	174.97	210.47	155.95	119.02	201.73
ENSMUSG00000037652_Phc3	555	899	788	731	998	705	1068	770	734
ENSMUSG00000037653_Kctd8	4	1	0	0	0	1	0	1	2
ENSMUSG00000037656_Slc20a2	132.63	199	168	194.64	188	164	217.12	170	138
ENSMUSG00000037660_Gdf7	5	11.15	7	2	4	5	7.07	4	3.06
ENSMUSG00000037661_Gpr160	67	105	87	89	139	84	117	119	102
ENSMUSG00000037664_Cdkn1c	96.06	141.01	73.66	46.57	75.9	30	95.72	88.1	53.91
ENSMUSG00000037669_Ldah	239	375	435	330	386	217	494	479	343
ENSMUSG00000037674_Rfx7	373.09	581.57	558.29	532.55	681.96	486.21	647.75	512.95	444.35
ENSMUSG00000037679_Inf2	441	684	591	592	803	551	644	551	527
ENSMUSG00000037681_Esyt3	64.01	103.48	109.55	113.29	116.69	59.49	76.89	91.15	58.26
ENSMUSG00000037683_Armc3	1	1	1	0	0	0	0	2	1
ENSMUSG00000037685_Atp8a1	263	345	419	369	542	400	498	380	310
ENSMUSG00000037686_Aspg	36	36	44	37	46	28	36	26	16
ENSMUSG00000037689_Tmem247	0	0	0	0	0	0	0	0	0
ENSMUSG00000037692_Ahdc1	259	442	357	375	511	318	495	416	403
ENSMUSG00000037697_Ddhd1	199.76	319.02	305.25	268.6	440.52	412.29	439.26	349.39	341.38
ENSMUSG00000037703_Lzts3	37	61	49	53	55	55	53	52	39
ENSMUSG00000037705_Tecta	3	6	0	6	2	1	4	1	1
ENSMUSG00000037706_Cd81	297	656	431	415	490	495	607	744	457
ENSMUSG00000037708_Spag6	0	1	0	0	1	0	2.22	0	1
ENSMUSG00000037709_Fam13a	303	466	358	141	288	158	286	431.97	298
ENSMUSG00000037710_Cisd1	49	62	82	71	119	51	113	77	92
ENSMUSG00000037712_Fermt2	161	267	244	163	228	164	307	336	229
ENSMUSG00000037716_Ccdc33	2.33	2	0.89	1	0	1	0	2	3
ENSMUSG00000037720_Tmem33	164.73	246.78	276	280.42	325	223.51	352	241	228
ENSMUSG00000037722_Gnpnat1	37.72	41.28	57.07	53.22	72.58	58.21	87	57.96	58.58
ENSMUSG00000037725_Ckap2	70	127	93	128	121	153.99	167	133	100
ENSMUSG00000037727_Avp	1	0	0	1	0	0	1	0	0
ENSMUSG00000037730_Mynn	112	189	155	168	175	97	182	159	98
ENSMUSG00000037731_Themis2	54	82	86	80	118	222	268	219	243
ENSMUSG00000037735_2810032G03Rik	3	10	10	4	7	2	8	12	6
ENSMUSG00000037736_Limch1	168	398	321	158	291	220	340	273	259
ENSMUSG00000037737_Actrt3	0	0	0	0	0	0	0	0	0
ENSMUSG00000037738_Nek5	1	2	1	4	3	1	0	3	1
ENSMUSG00000037740_Mrps26	153	206	202	178	198	161.96	215	187	196.99
ENSMUSG00000037742_Eef1a1	16173.82	27048.94	26271.19	22600.67	29277.57	20201.5	33179.73	26968.6	21601.11
ENSMUSG00000037747_Phyhipl	0	3.59	7	4.67	4	4	3	2	3
ENSMUSG00000037750_Fam222b	86	140	113	122	114	92	149	144	93
ENSMUSG00000037752_Xkr8	14	34	29	22	27	21	38	19	18
ENSMUSG00000037754_Ppp1r16b	51	113	99	75	94	113	123	96	115
ENSMUSG00000037759_Ptger2	4	14	8	9.63	9	20.68	13	13.61	15.63
ENSMUSG00000037761_Actr5	50	79	64	77	75	85	77	62	70
ENSMUSG00000037762_Slc16a9	20.16	44	43	38	39.85	26.93	32	29	28
ENSMUSG00000037771_Slc32a1	0	0	0	0	0	0	0	0	0
ENSMUSG00000037772_Mrpl23	48.72	62.44	66	72.59	76.84	53	82.09	70.17	59
ENSMUSG00000037773_Pced1a	66.7	101	93.43	73	115.4	96.16	97.18	99	90.2
ENSMUSG00000037780_Mbl1	0	0	0	0	0	0	0	0	0
ENSMUSG00000037784_Dzip1l	121.68	150	172	169	231	143	175	141	132
ENSMUSG00000037787_Coa8	64	113	103	94.75	113	66	159	103	88
ENSMUSG00000037788_Vopp1	73	145	139	113	173	162	161	112	131
ENSMUSG00000037790_Defb7	0	0	0	0	0	0	0	0	0
ENSMUSG00000037791_Phf12	372.92	574.75	495.3	425.78	554.67	511.93	602.69	452.94	470.65
ENSMUSG00000037795_N4bp2	211	301.13	332.01	291.93	335.32	242.44	421.72	267.5	243.43
ENSMUSG00000037797_Adh4	0	0	0	0	0	0	0	0	0
ENSMUSG00000037798_Mat1a	0	0	0	0	0	0	0	0	0
ENSMUSG00000037801_Iqch	2	1	4	1	2	2	2	0	0
ENSMUSG00000037805_Rpl10a	1460.13	2475.29	2259.02	2265.44	2579.29	1815.17	2684.18	2350.68	1873.56
ENSMUSG00000037808_Fam76b	187	371	282	293	346	286	422	230	228
ENSMUSG00000037813_D630003M21Rik	7	19	24	22	28	17	28	18	16
ENSMUSG00000037815_Ctnna1	1210	1915	1735	1526	1883	1611	2138	1724	1435.19
ENSMUSG00000037816_Fbxw17	44	53	36	64	51	71	78	65	66
ENSMUSG00000037818_Abhd18	47.23	96.47	71.55	73.35	84.64	57.28	75.35	72.83	63.54
ENSMUSG00000037820_Tgm2	242.41	468.8	339.04	399.96	362.82	489.86	463.96	594.93	422.96
ENSMUSG00000037822_Smim14	210.5	442.94	368.82	329.42	411.54	256.84	415.65	383.74	305.62
ENSMUSG00000037824_Tspan14	104	213	199	177	214	189	233	174	147
ENSMUSG00000037826_Ppm1k	44	57	71	66	107	65	87	66	50
ENSMUSG00000037827_Gm5884	10.45	20.93	13.48	20.52	17.41	8.84	12.76	15.66	11.22
ENSMUSG00000037833_Sh2d4b	5	24	13	7	12	13	15	13	15
ENSMUSG00000037843_Vstm2l	0	0	0	0	0	0	0	0	0
ENSMUSG00000037845_Fdxacb1	10.26	19.91	23.12	25.5	29.99	30.75	35.84	12.99	21.06
ENSMUSG00000037846_Rtkn2	34	37	41	67	30	11	55	31	10
ENSMUSG00000037847_Nmrk1	14	34	31	25	30	29	40	29	24
ENSMUSG00000037849_Ifi206	2	0	1	5.35	7.31	3.63	10.27	6.12	7.11
ENSMUSG00000037851_Iars	172	303	307	291	364.98	260.99	387	347.99	260
ENSMUSG00000037852_Cpe	171	470	480	364	737	799	852	711	607
ENSMUSG00000037855_Zfp365	42	71	63	102	74	63	87	79	49
ENSMUSG00000037857_Nufip2	612	1019	842	854	970	802	1145	983	839
ENSMUSG00000037860_Aim2	38	59	64	40	76	136	124	70	116
ENSMUSG00000037868_Egr2	167	306	289	240	370	190	280	278	215
ENSMUSG00000037872_Ackr1	36.1	106	72	59.83	57.61	60	63	75	46
ENSMUSG00000037876_Jmjd1c	1095	1632	1707	1418	1803	1342	1995	1444	1401
ENSMUSG00000037884_1700017G19Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000037885_Stk35	154.7	263.95	245.97	221.65	252.92	242.06	263.2	203.21	178.6
ENSMUSG00000037887_Dusp8	43	72	62	54	45	23	68	51	30
ENSMUSG00000037890_Wdr19	70	92	118	93	113	83	125	101	72
ENSMUSG00000037892_Pcdh18	51	95	73	81	91	84	110	125	57
ENSMUSG00000037894_H2az1	186.54	301.72	283.35	362.29	302.93	299.45	352.68	318.43	210.34
ENSMUSG00000037896_Rcor1	244	417	385	458	539.9	361	546.93	380.76	303.76
ENSMUSG00000037902_Sirpa	496	673	735	473	873	1008	1308	1137	1118
ENSMUSG00000037904_Ankrd9	14	23	24	43	24	17	22	26	19
ENSMUSG00000037905_Bri3bp	71	120	101	127	136	112	155	151	113
ENSMUSG00000037907_Ankrd13b	104	142	154	154	161	102	139	135	109
ENSMUSG00000037910_1700018B24Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000037913_Tmem156	2	2	4	6	13	5	12	5	8
ENSMUSG00000037916_Ndufv1	138	212	191	201	226	202	252	199	182
ENSMUSG00000037921_Ddx60	152	179	123	126	278	564	342	219	267
ENSMUSG00000037922_Bank1	13	11	8	13	14	28	44	25	38
ENSMUSG00000037924_Or10j5	0	1	0	0	0	0	0	0	0
ENSMUSG00000037926_Ssh2	578	970	835	641	962	684	1014	828.5	817
ENSMUSG00000037933_Bicd2	415	597	667	628	902	724	789	576	607
ENSMUSG00000037935_Smarce1	413.69	666.26	587.86	569.11	589.69	435.16	763	674.46	535.08
ENSMUSG00000037936_Scarb1	231	713	462	446	472	347	556	569	365
ENSMUSG00000037938_Chchd5	34	53	50	56	51	42	74	50	49
ENSMUSG00000037940_Inpp4b	163	329	360	258	361	395	472	248	344
ENSMUSG00000037942_Crp	1	2	0	0	1	1	1	0	2
ENSMUSG00000037944_Ccr7	6	8	20	6	17	32	10	13	18
ENSMUSG00000037946_Fgd3	54	49	74	33	82	94	70	61	97
ENSMUSG00000037949_Ano10	112	197	150	161	236	142	229	186	163
ENSMUSG00000037953_A4gnt	1	3	6	4	3	1	10	6	6
ENSMUSG00000037957_Wdr20	83	156	138.9	158	148	125	182.85	130	121
ENSMUSG00000037958_Nsrp1	225	302	299	242	242	284	358	285	265
ENSMUSG00000037960_Card19	43	86	57	60	90	73	97	77	77
ENSMUSG00000037962_Rflna	18	20	15	21	30	18	40	26	17
ENSMUSG00000037965_Zc3h7a	512	660	700	646	882	989	813	517	611
ENSMUSG00000037966_Ninj1	144	176	139	125	249	259	202	235	247
ENSMUSG00000037971_Cfap68	39.97	68.2	47.88	60.62	91.81	41.51	97.29	91.17	53.23
ENSMUSG00000037972_Snn	86	148	157	107	169	159	167	130	123
ENSMUSG00000037973_Itprid1	0	0	0	0	0	0	2	0	0
ENSMUSG00000037974_Muc5ac	0	0	0	0	0	2	0	0	1
ENSMUSG00000037977_6430571L13Rik	26	36	18	31.81	24	19	27	33	19
ENSMUSG00000037979_Ccdc92	28	50	30	46	59	28	49	42	31
ENSMUSG00000037982_Gm9725	4.58	7	3	10	12.37	8.18	11.48	9.37	4
ENSMUSG00000037984_Neurod6	0	0	0	0	0	0	0	0	0
ENSMUSG00000037989_Wnk2	296	407	328	263	329	129	331	264	210
ENSMUSG00000037990_Sh3rf3	43	56	87	65	63	53	86	59	50
ENSMUSG00000037991_Rmi2	14	16	17	47	18	22	21	10.46	12
ENSMUSG00000037992_Rara	213	390	328	284	360	336	453	421	351
ENSMUSG00000037993_Dhx38	221	343	299	289	330	342	449	344	290
ENSMUSG00000037994_Slc9b2	1	0	3	2	5	3	2	2	0
ENSMUSG00000037995_Igsf9	107	170	127	227	243	131	187	158	130
ENSMUSG00000037996_Slc24a2	7	3	16	2	10	10	14	11	6
ENSMUSG00000037997_Parp11	68	101	95	130	122	174	163	121	134
ENSMUSG00000037999_Arap2	719	1123	1142	1279	1211.07	862.8	1192.9	950	739
ENSMUSG00000038000_Acd	74.12	108.5	74.97	67.42	111.87	93.96	117.92	116.72	83.44
ENSMUSG00000038002_Cramp1	256	359	373	327	470	323	479	375	348
ENSMUSG00000038005_Hpf1	76	115	109	118	128	100	152	110	86
ENSMUSG00000038007_Acer2	91	174	173	120	146	69	157	177	130
ENSMUSG00000038009_Dnajc22	0	0	1	2	1	0	2	0	0
ENSMUSG00000038010_Ccdc138	12	16	19	16	29	10	20	24	9
ENSMUSG00000038011_Dnah10	20	20.49	41	15	16	25	12	10	12
ENSMUSG00000038013_Wipf2	296	513	409	446	465	285	445	437	359
ENSMUSG00000038014_Fam120a	866	1501	1362	1350	1650	1231	1821	1571	1191
ENSMUSG00000038015_Prm2	0	0	0	0	0	0	0	0	0
ENSMUSG00000038020_Rapgefl1	526	810	700	718	1115	538	764	509	485
ENSMUSG00000038022_Mindy4	30	34	37	30	37	23	46	25	21
ENSMUSG00000038023_Atp6v0a2	256	345	359	374	444	357	409	381	369
ENSMUSG00000038024_Dennd4c	636.42	964.09	1163.14	874.68	1259	897.81	1336.28	1067	945.57
ENSMUSG00000038025_Phf2	331	628	478	435	526	399	629	558	444
ENSMUSG00000038026_Kcnj9	1	3	7	4	5	5	5.19	7	3
ENSMUSG00000038028_Tigar	47	51	49	55	57	54	82	65	44
ENSMUSG00000038034_Igsf8	121.19	199.22	184.18	168.45	192.23	165	215.37	201.19	166.2
ENSMUSG00000038037_Socs1	10	9	22	17	17	57	21	14	19
ENSMUSG00000038039_Gcc2	347	516	564	477	571	441	682	434	442
ENSMUSG00000038042_Ptpdc1	54	132	82	114	122	80	106	96	85
ENSMUSG00000038044_Cct8l1	0	0	0	0	1	1	1	1	1
ENSMUSG00000038045_Sult6b1	1	0	0	0	1	2	1	3	0
ENSMUSG00000038046_Mrm3	16	28	29	17	31	11	27	24	20
ENSMUSG00000038047_Haus6	79	133	145	116	150	132	168	124	94
ENSMUSG00000038048_Cntnap5c	0	0	0	0	0	0	0	0	0
ENSMUSG00000038055_Dexi	41.65	84	89.41	67.83	96	122	86.42	55.79	79
ENSMUSG00000038056_Kmt2c	1563.9	2470.8	2397.85	2106.54	2729.14	1929.6	2882.33	2031.77	1856.92
ENSMUSG00000038057_Dbil5	4	2	2	5	1	7	3	1	1
ENSMUSG00000038058_Nod1	240	329	309	270	366	369	346	242	327
ENSMUSG00000038059_Smim3	15	29	39	42	44	61	44	44	51
ENSMUSG00000038060_Dlec1	5.16	8	6	4	18.23	5	12	6.13	10.3
ENSMUSG00000038064_Cldn22	0	0	0	0	0	0	0	0	0
ENSMUSG00000038065_Mturn	98	218	152	136	154	106	156	146.26	103
ENSMUSG00000038067_Csf3	0	0	0	0	1	0	0	0	1
ENSMUSG00000038068_Rnf144b	210	344	276	256	501	286	415	311	277
ENSMUSG00000038069_Cdkn2aip	49.96	61	71.92	73.21	86.88	58.65	82.87	82.9	59
ENSMUSG00000038070_Cntln	135	187	189	178	178	152	267	169	149
ENSMUSG00000038071_Npy6r	0	0	0	0	0	0	0	0	0
ENSMUSG00000038072_Galnt11	91	138	123	128	161	102	163	122	107
ENSMUSG00000038074_Fkbp14	20	57	55	51	79	43	97	86	63
ENSMUSG00000038077_Kcna6	53.8	106	74	72	54	60	44	54	61.62
ENSMUSG00000038079_Tmem237	17.64	36	27.87	22.93	37	26.44	33	36	23.84
ENSMUSG00000038080_Kdm1b	127.15	228.66	221.28	211.74	233.56	147.63	259.02	254.48	191.98
ENSMUSG00000038084_Opa1	319	486	392	400	566	455	587	455	378
ENSMUSG00000038085_Cnbd2	12.93	28.2	17.16	17.87	17.36	22.08	27.09	20.25	35.49
ENSMUSG00000038086_Hspb2	13	26	18.98	11.68	25	23	27	22	20
ENSMUSG00000038092_Hsd3b5	0	0	0	0	1	0	0	0	0
ENSMUSG00000038094_Atp13a4	42	70	63	70	52	47	34	22	20
ENSMUSG00000038095_Sbno1	882.79	1303	1436	1272	1499.44	1252	1572.3	1098	1102
ENSMUSG00000038102_Trappc11	185	276	246	264	342	264	324	246	210
ENSMUSG00000038112_AW551984	18	42	15	12	40	24	53	49	34
ENSMUSG00000038115_Ano2	1	2	0	1	0	0	1	0	0
ENSMUSG00000038116_Phf20	225	335	317.89	253	344.78	266	410.44	333	313
ENSMUSG00000038119_Cdon	210	432	309	295	573	370	624	481	391
ENSMUSG00000038121_Fam210a	187	338	369	280	376.35	264	416	305	241.31
ENSMUSG00000038122_Tbc1d32	69	121	129	97	138	96	151	100	81
ENSMUSG00000038126_Mphosph9	84	128	150	120	126	140	153	112	144
ENSMUSG00000038127_Ccdc50	521.65	983.71	821.78	669.47	837.79	595.47	1095.28	830.69	713.29
ENSMUSG00000038128_Camk4	6	7	20	4	12	21	15	5	17
ENSMUSG00000038132_Rbm24	35	45	22	8	31	32	39	41	41
ENSMUSG00000038135_Crygn	4	0	4	3	0	2	1	4	0
ENSMUSG00000038141_Tmem181a	98.87	127.19	134.11	138.31	181.13	118.62	152.82	119.31	120.11
ENSMUSG00000038143_Stox2	396	677	548	629	649	330	692	489	380
ENSMUSG00000038145_Snrk	589	987	925	671	894.88	657.97	914	794	726
ENSMUSG00000038146_Notch3	430.49	790.43	632.58	644.58	762	544.36	669.64	561.43	419.93
ENSMUSG00000038147_Cd84	107	160	231	117	323	352.98	370	313	359
ENSMUSG00000038148_Cldn16	0	0	0	0	0	0	0	0	0
ENSMUSG00000038150_Ormdl3	123	220.91	147	152.86	252.74	129.87	221.76	193	161.93
ENSMUSG00000038151_Prdm1	162	244	303	282	324	192	314	293	179
ENSMUSG00000038152_5033430I15Rik	1	6.69	5	3	10.81	7	11	7.72	2.13
ENSMUSG00000038155_Gstp2	7.37	24.53	4.82	9.01	67.66	22.72	11.95	16.38	26.92
ENSMUSG00000038156_Spon1	154	337	327	348	506	570	516	527	606
ENSMUSG00000038160_Atg5	105	146	162	130	197	133	214	134	133
ENSMUSG00000038165_1700022A21Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000038167_Plekhg6	73	99	95	113	156	80	111	87	72
ENSMUSG00000038168_P3h2	130.43	271.94	255.12	166.82	297.98	202.02	238.64	203.05	243.72
ENSMUSG00000038170_Pde4dip	804	576	567	380	986	777.09	1086	999	1067.47
ENSMUSG00000038172_Ttc39b	220	395	394	306	506	451	389	286	360
ENSMUSG00000038173_Enpp6	2	1	10	9	1	5	8	5	4
ENSMUSG00000038174_Hycc2	99	164	140	162.77	207	120	195	162	117.8
ENSMUSG00000038175_Mylip	335	572	567	381	489	414	590	503	445
ENSMUSG00000038178_Slc43a2	269.51	419.3	438.16	411.55	576.77	438.69	648.31	523.06	497.25
ENSMUSG00000038179_Slamf7	26	61	93.83	42	73	130	116	67	100
ENSMUSG00000038180_Spag4	0	6	1	3	1	2	4	5	2
ENSMUSG00000038181_Chpf2	102.74	187.71	151.18	185.9	256.53	240.62	239.26	213.92	181.54
ENSMUSG00000038187_Btbd10	50	80	92	79	106	73	120	82	80
ENSMUSG00000038188_Scarf1	30	65	46	34	50	54	69	48	50
ENSMUSG00000038192_Cer1	2	0	0	1	3	0	0	1	0
ENSMUSG00000038193_Hand2	0	0	0	3	2	3	4	2.17	1
ENSMUSG00000038195_Rilp	11	18	12	8	20	20	19	16	14
ENSMUSG00000038199_Iqca1l	0	0	0	1	0	0	0	0	1
ENSMUSG00000038201_Kcna7	4	9	7	6	13	5	11	7	9
ENSMUSG00000038203_Hoxa13	0	0	0	0	0	0	0	0	0
ENSMUSG00000038204_Asb10	1	6	0	0	11	6	8	14	6
ENSMUSG00000038205_Prkab2	70	105	109	102	127	103	152	111	93
ENSMUSG00000038206_Fbxo8	72	110	101	87	126	91	120	104	86
ENSMUSG00000038208_Pgap3	30	44	50	62	56	21	56	47	32
ENSMUSG00000038209_Itln1	0	1	4	0	3	4	6	3	1
ENSMUSG00000038210_Hoxa11	0	0	1	0	1	0	1	0	2
ENSMUSG00000038212_Mfsd14b	156	274	252	208	316	164	330	265	196
ENSMUSG00000038213_Tapbpl	67	108	109	91	129	183	136	120	143
ENSMUSG00000038214_Bend3	54	91	72	97	99	46	93	95	59
ENSMUSG00000038215_Cep44	47	74	54	60	84	61	75	40	45
ENSMUSG00000038216_Pnmt	1	0	1	1	0	0	3	0	1
ENSMUSG00000038217_Tlcd2	34	38	54.09	68	118	55	90	80.09	59
ENSMUSG00000038218_Gm9765	2	1	1	1	0	1	0	1	1
ENSMUSG00000038224_Serpinf2	0	1	1	1	4	1	4	1	4
ENSMUSG00000038225_Primpol	67.75	80.07	61.77	76.38	120.73	95.88	114.63	56.97	91.39
ENSMUSG00000038227_Hoxa9	51	78	65	68	94	70	125	98	97
ENSMUSG00000038233_Gask1a	28.84	42	31	32	57.14	26	58	25	45
ENSMUSG00000038235_F11r	174	255	242	244	291	218	277	210	172
ENSMUSG00000038236_Hoxa7	119.98	227.83	193	125.61	189.48	79.8	230.84	200.88	160.83
ENSMUSG00000038239_Hrc	66	64	47	9	84	67	138	125	127
